-0.006136107	0.057857975	0.07269945	-0.040748928	-0.062193774	-0.044737894	0.044622157	0.010399785	-0.026832836	-0.053204563	0.038977895	-0.00388477	0.016280523	-0.006536436	-0.07065149	0.001633001
-0.009209552	0.11695966	0.11035628	-0.042262882	-0.104619645	-0.03430475	0.047581404	0.07054617	-0.0039430587	-0.035257436	0.014930912	-0.06592684	-0.020215727	-0.06164443	-0.05201003	0.033536673
-0.012326951	0.041229013	0.050170716	-0.03570368	-0.04766016	-0.07516759	0.012027827	0.06346896	0.07484379	-0.012906572	0.03584573	-0.10601918	-0.08878765	-0.07259969	-0.039330065	-0.0029760313
-0.0317503	0.021593686	0.09216493	-0.062647335	-0.08048825	-0.104455605	-0.0101319505	0.113415904	0.042275667	-0.060065527	0.075367644	0.0014358099	-0.072967164	-0.07260636	-0.030571384	-0.025853785
-0.08413154	0.08013681	0.10243773	-0.016543843	-0.0355718	-0.066015564	0.07884941	-0.01701048	-0.0015381257	-0.08162952	0.09551682	0.016547028	-0.079481274	0.0184454	-0.067075916	0.0699606
-0.0156642	0.010009036	0.038720664	-0.054790556	-0.04271344	-0.007345242	0.055139598	0.04718088	0.0013285814	-0.038357593	0.032133725	0.028417166	-0.052285347	-0.08294861	-0.07585274	0.009150245
-0.06703142	0.04806007	0.12950318	-0.019657224	-0.055263236	-0.011779189	0.062056206	0.111106	0.057012007	-0.04827546	0.042410005	-0.06178402	-0.0568353	-0.004499678	0.045276083	0.025450999
-0.004415136	0.030934747	0.030286139	-0.081684306	-0.050480347	0.009965491	0.06366927	0.085552484	0.04773136	-0.08184932	0.048148744	0.00068261963	0.008058069	-0.022116356	-0.007521145	0.026898049
0.019720387	0.03742405	0.10072367	-0.030452987	-0.054401625	-0.06396845	0.041652262	0.0364044	-0.028492033	-0.07732607	0.051550124	-0.09238728	-0.046735097	-0.0036278898	-0.007149791	-0.049826715
-0.07266991	0.044779062	0.12697773	-0.010551588	-0.05972714	-0.0074069668	0.037291296	0.012861901	0.05661962	-0.019006362	-0.020085089	-0.021328008	-0.051966634	-0.00999006	-0.05241924	-0.021779872
-0.11084241	0.030411035	0.06234841	-0.05466183	-0.05321942	-0.039306555	0.08186703	-0.006455139	0.014387771	-0.03093593	-0.05525319	-0.017762024	-0.010233732	-0.07923863	-0.006046378	-0.0025514164
-0.06457602	-0.032138873	0.14355506	-0.029342888	0.00055442506	-0.1065742	0.07465091	0.068698086	-0.08083124	-0.005729741	-0.02578648	0.022176998	-0.047248334	-0.07981141	-0.037145644	0.030721044
-0.0015649967	0.058968	0.09223777	-0.0832755	0.0075814575	-0.013054378	-0.00029843737	0.0510782	0.0127324285	-0.013932631	0.0611996	-0.05602181	0.039446656	0.014944246	-0.006678857	0.0113973925
-0.016769402	-0.0065039014	0.04977409	-0.083266295	0.05127959	0.021298915	0.05839421	0.07213208	-0.039844904	-0.06794172	0.070016526	-0.10592152	0.06961948	-0.03875861	0.031698868	0.12875764
-0.07148877	0.057631046	0.050733592	-0.053297903	-0.03336204	0.050008096	0.016990116	0.15113907	0.05293563	-0.043228507	0.0864544	-0.029607149	-0.0658376	-0.040539343	-0.0513256	0.032991715
-0.05991756	0.024211792	0.11915819	-0.08146671	-0.07609237	-0.07787052	-0.046625976	0.07651585	-0.07916628	-0.037131485	0.027658157	-0.0982423	0.05023499	-0.10840543	-0.01937794	-0.0010610564
0.03343649	0.012424294	0.08018203	-0.16394964	0.005788612	-0.061065607	0.04988631	0.04018473	0.033498533	0.0046453113	0.030281013	0.024115428	0.00521642	-0.072340935	-0.08207029	-0.067055985
0.023319142	0.041155793	0.06948272	-0.08743346	0.026760675	-0.028163962	0.05448208	0.02033694	-0.0040719365	0.069436	0.026991043	-0.022332447	-0.03661991	0.0045204335	-0.08818732	0.09259672
-0.07748307	0.0108673405	0.054456305	-0.012350032	-0.011190246	-0.09057737	0.10308544	0.04476639	-0.04268587	-0.0047146673	0.010438986	0.03200776	-0.06315709	0.092474855	-0.10148869	0.025847567
-0.07023235	0.10260339	0.058889262	-0.14037645	-0.043137006	-0.115472816	-0.005316143	0.09112839	-0.0767956	0.044911887	-0.010417222	-0.08493202	-0.08581612	0.042390406	-0.052026216	-0.013053708
0.05135953	0.08981289	-0.07973709	0.028719293	-0.06757082	-0.010559459	-0.024168633	0.030875316	-0.09289052	-0.03486596	0.0059572803	0.00307321	-0.018920677	0.050703228	-0.12787905	0.028362447
0.06316184	-0.06498498	0.10674481	-0.0820634	-0.04416471	-0.03407196	-0.028956067	0.052752417	-0.014924079	-0.031120073	0.057876848	-0.01873844	0.027060803	-0.0061844396	0.09244634	0.08967068
0.014500769	0.17546096	-0.00033158017	-0.0016256667	-0.040681686	0.016800256	-0.10101433	-0.07433291	0.08720431	-0.0757443	-0.0677213	-0.037996426	-0.0875223	0.055292636	-0.13038105	0.012243298
0.10599524	0.028406378	-0.06426873	0.009131542	-0.07965204	0.093773365	-0.0074777356	0.0010472044	-0.021390153	0.03663925	0.037230656	-0.020806605	-0.071072266	-0.08661264	-0.07062336	0.07519835
0.07301309	0.028299306	-0.0134499045	-0.045193553	-0.03073839	-0.016906371	0.043276004	-0.027899245	0.062015824	-0.14776486	0.035034306	-0.064356335	-0.02418855	0.060538296	-0.031878676	-0.070811026
-0.06695157	-0.15344764	0.06812724	0.02257134	-0.107981406	-0.0030560861	0.12255315	0.039890446	-0.03906913	0.023987731	-0.0140633965	-0.009544902	0.07401582	-0.06684907	-0.08777456	0.085322246
-0.0012868328	0.0029320398	0.14491838	-0.010725487	0.050567377	-0.052460104	0.020740507	0.02683711	-0.03268266	-0.08687707	0.039797697	0.02686114	-0.08350358	0.0371591	-0.0985289	0.014634817
-0.06586874	0.024703069	0.0011393804	-0.022306629	0.01935046	0.050177142	0.12171548	-0.02699385	-0.05033391	-0.04431637	0.030639663	0.076875366	-0.0413523	0.02342127	0.0066226777	0.07595358
